size	state	dataset	V7	pacbio_frag_ID	steps	inter_chr	inter_char_proportion	num_chr	max_span	min_coordinate	max_coordinate	max_int_dist	min_int_dist	sum_dists	first_to_last_frag_dist	chr	different_compartment_ints_number	number_of_compartment_types	compartment	number_of_compartments	different_compartment_index_ints_number	first_compartment	percentage_downstream	number_of_simplified_chrom_states	simplified_chrom_state	class	full_dataset_ID
short	ns	26APR16_resequence	132319	ns_26APR16_resequence_short_132319	2	0	0	1	194313	89313301	89510143	194313	7413	201726	186900	chr9	0	1	plus	1	0	plus	0.5	1	Active	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	132321	ns_26APR16_resequence_short_132321	5	2	0.4	2	NA	111711494	164472214	11905950	16089	NA	NA	*	2	2	non_unique_compartment	5	4	minus	NA	3	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	132343	ns_26APR16_resequence_short_132343	4	2	0.5	2	NA	12966433	166220120	716240	181889	NA	NA	*	0	1	plus	3	2	plus	NA	3	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	132344	ns_26APR16_resequence_short_132344	2	1	0.5	2	NA	142745851	179072788	1958582	1958582	NA	NA	*	2	2	non_unique_compartment	3	2	plus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	132355	ns_26APR16_resequence_short_132355	3	0	0	1	1847580	6619323	8468059	1812868	34712	2605197	1089963	chr16	0	1	minus	1	0	minus	0.3333333333333333	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	132459	ns_26APR16_resequence_short_132459	5	1	0.2	2	NA	152974634	165362764	3367435	75297	NA	NA	*	2	2	non_unique_compartment	3	2	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	132530	ns_26APR16_resequence_short_132530	3	0	0	1	48135608	46393437	94530504	48132129	513853	49163314	48135608	chr15	0	1	minus	2	1	minus	0.3333333333333333	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	132541	ns_26APR16_resequence_short_132541	1	1	1	2	NA	126254317	140942374	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	132542	ns_26APR16_resequence_short_132542	2	1	0.5	2	NA	34361784	90407820	56045805	56045805	NA	NA	*	1	2	non_unique_compartment	3	2	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	132569	ns_26APR16_resequence_short_132569	7	2	0.2857142857142857	2	NA	16084819	93376318	13430121	22599	NA	NA	*	2	2	non_unique_compartment	3	3	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	132634	ns_26APR16_resequence_short_132634	5	0	0	1	17097713	107437891	124535954	16496571	224522	50149914	16852276	chr7	3	2	non_unique_compartment	2	3	plus	0.6	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	132710	ns_26APR16_resequence_short_132710	3	0	0	1	888260	66135928	67025645	888260	15895	935886	840634	chr18	1	2	non_unique_compartment	2	1	plus	0.3333333333333333	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	132717	ns_26APR16_resequence_short_132717	1	1	1	2	NA	97934206	104804827	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	132744	ns_26APR16_resequence_short_132744	3	0	0	1	12498982	60969086	73469830	12498982	1029774	22684026	2313938	chr11	0	1	plus	3	2	plus	0.6666666666666666	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	132800	ns_26APR16_resequence_short_132800	3	0	0	1	3584581	22792437	26377413	2423505	71340	3584581	3584581	chr5	1	2	non_unique_compartment	2	1	plus	0	1	Active	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	132801	ns_26APR16_resequence_short_132801	3	2	0.6666666666666666	2	NA	77859529	237418423	449385	449385	NA	NA	*	1	2	non_unique_compartment	4	3	minus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	132863	ns_26APR16_resequence_short_132863	5	2	0.4	2	NA	18838420	215687191	4291409	182275	NA	NA	*	2	2	non_unique_compartment	3	3	plus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	132883	ns_26APR16_resequence_short_132883	3	1	0.3333333333333333	2	NA	97819442	178100159	639326	191496	NA	NA	*	1	2	non_unique_compartment	3	2	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	132903	ns_26APR16_resequence_short_132903	4	3	0.75	2	NA	7098441	42672756	1185981	1185981	NA	NA	*	1	2	non_unique_compartment	4	4	minus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	132947	ns_26APR16_resequence_short_132947	4	0	0	1	39437163	79447617	118886492	39092559	344604	54888301	23986025	chr8	2	2	non_unique_compartment	4	4	plus	0.75	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	132967	ns_26APR16_resequence_short_132967	4	2	0.5	2	NA	47526797	73100521	6441407	483130	NA	NA	*	2	2	non_unique_compartment	5	4	plus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	132976	ns_26APR16_resequence_short_132976	4	0	0	1	16776925	70104493	86881875	16103014	186822	18660583	16776925	chr3	0	1	plus	2	1	plus	0.5	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	133047	ns_26APR16_resequence_short_133047	1	0	0	1	12641726	67987995	80630856	12641726	12641726	12641726	12641726	chr17	1	2	non_unique_compartment	2	1	plus	0	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	133096	ns_26APR16_resequence_short_133096	4	2	0.5	2	NA	45576406	178308013	22732796	2087355	NA	NA	*	0	1	plus	3	3	plus	NA	3	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133159	ns_26APR16_resequence_short_133159	2	1	0.5	2	NA	84155096	136606845	1252096	1252096	NA	NA	*	0	1	minus	2	1	minus	NA	1	Inactive	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133175	ns_26APR16_resequence_short_133175	4	3	0.75	2	NA	77382918	165404049	1246213	1246213	NA	NA	*	2	2	non_unique_compartment	4	4	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133185	ns_26APR16_resequence_short_133185	6	2	0.3333333333333333	2	NA	44208857	106543501	62334107	191271	NA	NA	*	2	2	non_unique_compartment	5	5	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133336	ns_26APR16_resequence_short_133336	4	1	0.25	2	NA	66633816	123579513	2369624	2406	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133356	ns_26APR16_resequence_short_133356	4	1	0.25	2	NA	22171855	84082420	676501	5201	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133359	ns_26APR16_resequence_short_133359	4	0	0	1	25672562	91099430	116773059	25642439	10730	25830218	25536366	chr9	0	1	plus	2	1	plus	0.75	3	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	133376	ns_26APR16_resequence_short_133376	6	2	0.3333333333333333	2	NA	46841444	93788382	15247836	550725	NA	NA	*	1	2	non_unique_compartment	5	4	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133383	ns_26APR16_resequence_short_133383	5	1	0.2	2	NA	53485565	86742003	61339	2271	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133421	ns_26APR16_resequence_short_133421	6	2	0.3333333333333333	2	NA	25699177	54992661	11359133	65919	NA	NA	*	0	1	plus	4	3	plus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133479	ns_26APR16_resequence_short_133479	1	1	1	2	NA	107895189	120151288	-Inf	Inf	NA	NA	*	0	1	minus	2	1	minus	NA	1	Inactive	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133491	ns_26APR16_resequence_short_133491	5	0	0	1	9334343	96870070	106204751	9334343	23507	19469059	381835	chr2	1	2	non_unique_compartment	3	3	plus	0.6	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	133495	ns_26APR16_resequence_short_133495	6	0	0	1	875218	90101588	90977090	653227	6862	2126298	375862	chr6	3	2	non_unique_compartment	2	3	minus	0.6666666666666666	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	133508	ns_26APR16_resequence_short_133508	3	1	0.3333333333333333	2	NA	16177978	93211239	84613	3815	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133541	ns_26APR16_resequence_short_133541	3	0	0	1	19860878	147853741	167716611	19630320	31783	19892661	19829095	chr3	0	1	minus	2	1	minus	0.6666666666666666	1	Active	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	133560	ns_26APR16_resequence_short_133560	4	1	0.25	2	NA	154643749	180761798	8702178	213604	NA	NA	*	0	1	minus	3	2	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133566	ns_26APR16_resequence_short_133566	6	1	0.16666666666666666	2	NA	57487513	75752804	10725567	60101	NA	NA	*	0	1	plus	3	2	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133574	ns_26APR16_resequence_short_133574	4	0	0	1	948163	29623537	30572458	916824	137187	2404207	570559	chr9	3	2	non_unique_compartment	2	3	minus	0.25	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	133619	ns_26APR16_resequence_short_133619	1	0	0	1	950540	44953562	45906596	950540	950540	950540	950540	chr3	0	1	plus	1	0	plus	0	1	Active	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	133687	ns_26APR16_resequence_short_133687	3	0	0	1	7814507	21090858	28905631	7275495	224115	7814507	7814507	chr13	0	1	plus	2	1	plus	1	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	133705	ns_26APR16_resequence_short_133705	5	0	0	1	18000991	22893095	40895197	18000991	3138196	63964681	3178745	chr11	2	2	non_unique_compartment	4	5	minus	0.4	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	133756	ns_26APR16_resequence_short_133756	4	2	0.5	2	NA	49147311	168243606	490944	385898	NA	NA	*	1	2	non_unique_compartment	3	2	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133803	ns_26APR16_resequence_short_133803	4	0	0	1	29518267	31695361	61213992	29518267	982705	34715157	26716105	chr13	1	2	non_unique_compartment	3	2	plus	0.5	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	133838	ns_26APR16_resequence_short_133838	3	0	0	1	472056	70454832	70927624	456578	15478	547298	396814	chr17	0	1	minus	1	0	minus	0.3333333333333333	1	Active	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	133871	ns_26APR16_resequence_short_133871	7	2	0.2857142857142857	2	NA	44156011	111792808	3826106	52998	NA	NA	*	0	2	non_unique_compartment	6	5	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133891	ns_26APR16_resequence_short_133891	1	1	1	2	NA	59464049	113066409	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	133924	ns_26APR16_resequence_short_133924	4	2	0.5	2	NA	24530033	76665201	178825	40718	NA	NA	*	2	2	non_unique_compartment	3	2	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134008	ns_26APR16_resequence_short_134008	3	2	0.6666666666666666	2	NA	20961819	87697383	119123	119123	NA	NA	*	2	2	non_unique_compartment	2	2	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134071	ns_26APR16_resequence_short_134071	8	2	0.25	2	NA	16601998	44164250	26497064	27894	NA	NA	*	3	2	non_unique_compartment	6	6	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134104	ns_26APR16_resequence_short_134104	7	2	0.2857142857142857	2	NA	15506390	103499674	43601861	50849	NA	NA	*	1	2	non_unique_compartment	5	5	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134139	ns_26APR16_resequence_short_134139	3	1	0.3333333333333333	2	NA	39361256	136872740	10045397	121583	NA	NA	*	2	2	non_unique_compartment	3	2	plus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134153	ns_26APR16_resequence_short_134153	4	0	0	1	5763356	3776447	9540478	5763356	82286	6530397	5160887	chr5	0	1	minus	2	1	minus	0.5	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	134158	ns_26APR16_resequence_short_134158	4	1	0.25	2	NA	1131558	49167100	13884702	27889	NA	NA	*	3	2	non_unique_compartment	4	3	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134175	ns_26APR16_resequence_short_134175	7	0	0	1	113362702	19152555	132515769	113302298	262293	671101543	2298115	chr6	3	2	non_unique_compartment	3	6	minus	0.42857142857142855	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	134204	ns_26APR16_resequence_short_134204	1	0	0	1	248199	25094960	25343720	248199	248199	248199	248199	chr15	0	1	minus	1	0	minus	0	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	134264	ns_26APR16_resequence_short_134264	2	2	1	2	NA	36165492	106869672	-Inf	Inf	NA	NA	*	2	2	non_unique_compartment	2	2	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134297	ns_26APR16_resequence_short_134297	7	1	0.14285714285714285	2	NA	4735354	152597240	23961771	102560	NA	NA	*	2	2	non_unique_compartment	5	4	plus	NA	3	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134314	ns_26APR16_resequence_short_134314	2	2	1	2	NA	12807381	73008773	-Inf	Inf	NA	NA	*	0	1	plus	2	2	plus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134378	ns_26APR16_resequence_short_134378	3	0	0	1	28684410	25596417	54283084	24866601	274908	28684410	28684410	chr10	1	2	non_unique_compartment	3	2	minus	1	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	134381	ns_26APR16_resequence_short_134381	6	2	0.3333333333333333	2	NA	77960431	133404172	54633219	6404	NA	NA	*	4	2	non_unique_compartment	4	4	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134399	ns_26APR16_resequence_short_134399	5	2	0.4	2	NA	67051340	134587673	4032791	571654	NA	NA	*	0	1	plus	3	4	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134408	ns_26APR16_resequence_short_134408	4	2	0.5	2	NA	22400951	101455317	880886	32497	NA	NA	*	1	2	non_unique_compartment	4	3	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134526	ns_26APR16_resequence_short_134526	5	0	0	1	23003875	8324665	31328876	23003875	38636	46059043	102585	chr1	2	2	non_unique_compartment	3	3	minus	0.6	1	Active	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	134648	ns_26APR16_resequence_short_134648	4	0	0	1	9785694	168053708	177839852	8175396	361677	17961090	1610298	chr3	2	2	non_unique_compartment	4	4	minus	0.25	1	Active	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	134674	ns_26APR16_resequence_short_134674	4	1	0.25	2	NA	1162718	114180216	25221159	1237824	NA	NA	*	2	2	non_unique_compartment	4	3	plus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134727	ns_26APR16_resequence_short_134727	5	0	0	1	5061326	130008323	135071415	2371386	183809	8374816	5061326	chr8	2	2	non_unique_compartment	4	4	minus	0.2	1	Active	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	134736	ns_26APR16_resequence_short_134736	4	1	0.25	2	NA	57721016	65339167	539381	220545	NA	NA	*	2	2	non_unique_compartment	3	3	plus	NA	3	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134746	ns_26APR16_resequence_short_134746	2	0	0	1	61393655	39631166	101025481	59715558	1678097	61393655	61393655	chr2	0	1	plus	2	1	plus	0.5	1	Active	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	134775	ns_26APR16_resequence_short_134775	6	0	0	1	19030701	131627555	150659010	19030701	89362	55957274	17526300	chrX	0	1	plus	2	3	plus	0.6666666666666666	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	134870	ns_26APR16_resequence_short_134870	6	1	0.16666666666666666	2	NA	12887375	184469313	171581232	2491	NA	NA	*	0	1	plus	3	3	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134911	ns_26APR16_resequence_short_134911	3	0	0	1	53216105	107769679	160987989	52158364	410829	53626934	52805276	chr1	1	2	non_unique_compartment	3	2	minus	0.6666666666666666	1	Active	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	134929	ns_26APR16_resequence_short_134929	3	1	0.3333333333333333	2	NA	12832252	24378836	570558	191065	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	134943	ns_26APR16_resequence_short_134943	1	0	0	1	357526	170675685	171033703	357526	357526	357526	357526	chr1	0	1	minus	1	0	minus	1	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	135033	ns_26APR16_resequence_short_135033	2	0	0	1	1711004	115047448	116759730	949098	761906	1711004	1711004	chr5	0	1	minus	1	0	minus	1	1	Inactive	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	135224	ns_26APR16_resequence_short_135224	5	2	0.4	2	NA	49941286	87313801	20457583	116604	NA	NA	*	0	1	minus	3	4	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	135227	ns_26APR16_resequence_short_135227	3	2	0.6666666666666666	2	NA	54217393	114637316	945250	945250	NA	NA	*	0	1	plus	2	2	plus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	135234	ns_26APR16_resequence_short_135234	4	0	0	1	826566	14263578	15091382	826566	133371	1710925	208949	chr8	0	1	minus	1	0	minus	0.5	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	135238	ns_26APR16_resequence_short_135238	3	0	0	1	2407862	193751972	196162057	1867951	15285	2407862	2407862	chr1	0	1	minus	1	0	minus	1	1	Active	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	135266	ns_26APR16_resequence_short_135266	5	3	0.6	2	NA	52272269	208789559	28825648	4173	NA	NA	*	1	2	non_unique_compartment	3	4	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	135267	ns_26APR16_resequence_short_135267	2	0	0	1	23623295	83154601	106778942	23623295	385657	24008952	23237638	chr1	0	1	minus	2	1	minus	0	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	135380	ns_26APR16_resequence_short_135380	3	0	0	1	356265	70378050	70735294	356265	63189	541047	297861	chr14	0	1	plus	1	0	plus	0.6666666666666666	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	135386	ns_26APR16_resequence_short_135386	5	0	0	1	42529760	130731120	173261815	20085348	85748	42801797	42257723	chr4	4	2	non_unique_compartment	6	5	minus	0.4	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	135423	ns_26APR16_resequence_short_135423	5	2	0.4	2	NA	21245600	118198059	13115183	13056666	NA	NA	*	0	1	minus	3	5	minus	NA	1	Inactive	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	135496	ns_26APR16_resequence_short_135496	1	1	1	2	NA	36605881	133539801	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	135515	ns_26APR16_resequence_short_135515	3	1	0.3333333333333333	2	NA	18438908	99439284	38589182	405645	NA	NA	*	2	2	non_unique_compartment	3	2	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	135638	ns_26APR16_resequence_short_135638	1	0	0	1	175653	39856224	40032689	175653	175653	175653	175653	chr8	0	1	plus	1	0	plus	0	1	Active	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	135647	ns_26APR16_resequence_short_135647	5	0	0	1	19963529	95927929	115892415	19891172	1111358	61950819	19801045	chr4	4	2	non_unique_compartment	4	5	minus	0.6	1	Inactive	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	135658	ns_26APR16_resequence_short_135658	1	0	0	1	253859	79545869	79800983	253859	253859	253859	253859	chr1	0	1	plus	1	0	plus	1	1	Active	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	135729	ns_26APR16_resequence_short_135729	4	1	0.25	2	NA	32105003	120922347	88817252	50658031	NA	NA	*	2	2	non_unique_compartment	4	4	plus	NA	3	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	135746	ns_26APR16_resequence_short_135746	3	2	0.6666666666666666	2	NA	88621607	108595580	1085868	1085868	NA	NA	*	0	1	minus	2	2	minus	NA	3	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	135771	ns_26APR16_resequence_short_135771	7	2	0.2857142857142857	2	NA	74286490	116905108	1158276	16499	NA	NA	*	1	2	non_unique_compartment	3	2	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	135774	ns_26APR16_resequence_short_135774	2	0	0	1	12153974	68419036	80573078	12110535	43439	12153974	12153974	chr6	1	2	non_unique_compartment	2	1	plus	0	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	135775	ns_26APR16_resequence_short_135775	4	1	0.25	2	NA	70970222	196224818	15562345	11513419	NA	NA	*	3	2	non_unique_compartment	4	4	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	135813	ns_26APR16_resequence_short_135813	5	1	0.2	2	NA	6585283	77569218	57212638	20397	NA	NA	*	2	2	non_unique_compartment	5	4	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	135840	ns_26APR16_resequence_short_135840	3	1	0.3333333333333333	2	NA	65142409	102665671	445131	64557	NA	NA	*	1	2	non_unique_compartment	3	2	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	135852	ns_26APR16_resequence_short_135852	5	1	0.2	2	NA	38785750	65696933	18383906	749044	NA	NA	*	1	2	non_unique_compartment	4	3	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	135927	ns_26APR16_resequence_short_135927	4	1	0.25	2	NA	1342389	93181827	39367401	408155	NA	NA	*	0	1	plus	3	2	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	135978	ns_26APR16_resequence_short_135978	3	1	0.3333333333333333	2	NA	368066	193878267	5177708	331913	NA	NA	*	1	2	non_unique_compartment	3	2	minus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	135992	ns_26APR16_resequence_short_135992	4	1	0.25	2	NA	31531623	89676236	323378	189299	NA	NA	*	0	1	minus	2	1	minus	NA	1	Inactive	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	136030	ns_26APR16_resequence_short_136030	2	0	0	1	45238317	55969123	101208312	45236672	1645	45238317	45238317	chr10	0	1	minus	2	1	minus	0.5	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	136090	ns_26APR16_resequence_short_136090	7	2	0.2857142857142857	2	NA	58935926	144406991	20866847	53489	NA	NA	*	0	1	minus	4	6	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	136114	ns_26APR16_resequence_short_136114	3	0	0	1	55535266	46037170	101572625	55535266	290848	69539841	41530691	chr1	1	2	non_unique_compartment	3	2	minus	0.6666666666666666	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	136169	ns_26APR16_resequence_short_136169	5	1	0.2	2	NA	36855708	86420660	49562551	13383	NA	NA	*	2	2	non_unique_compartment	3	3	plus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	136206	ns_26APR16_resequence_short_136206	3	1	0.3333333333333333	2	NA	77794536	124669006	603312	19752	NA	NA	*	1	2	non_unique_compartment	3	2	minus	NA	1	Active	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	136420	ns_26APR16_resequence_short_136420	3	1	0.3333333333333333	2	NA	54230833	123176588	913888	887860	NA	NA	*	0	1	plus	2	1	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	136461	ns_26APR16_resequence_short_136461	4	3	0.75	2	NA	78885440	241890633	272207	272207	NA	NA	*	1	2	non_unique_compartment	4	3	minus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	136487	ns_26APR16_resequence_short_136487	6	0	0	1	23145485	158506249	181652726	22862905	47670	89001555	111293	chr1	0	1	minus	2	4	minus	0.3333333333333333	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	136520	ns_26APR16_resequence_short_136520	2	0	0	1	6415068	55621536	62038549	6350108	64960	6415068	6415068	chr20	0	1	plus	2	1	plus	0	1	Active	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	136524	ns_26APR16_resequence_short_136524	2	0	0	1	61200803	28297710	89500938	61200803	445855	61646658	60754948	chrX	0	2	non_unique_compartment	2	0	NA	0.5	1	Inactive	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	136578	ns_26APR16_resequence_short_136578	5	0	0	1	16421524	24072113	40493835	16421524	2291	46691174	13831586	chr3	2	2	non_unique_compartment	3	3	plus	0.6	1	Active	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	136711	ns_26APR16_resequence_short_136711	4	0	0	1	9896287	113625236	123522323	9896287	53043	14299739	6361813	chr3	0	1	plus	3	2	plus	0.5	2	non_unique_chrom_state	1	ns short 26APR16_resequence
short	ns	26APR16_resequence	136745	ns_26APR16_resequence_short_136745	5	2	0.4	2	NA	119700996	246629312	125144171	311680	NA	NA	*	3	2	non_unique_compartment	6	5	plus	NA	2	non_unique_chrom_state	2	ns short 26APR16_resequence
short	ns	26APR16_resequence	136751	ns_26APR16_resequence_short_136751	3	1	0.3333333333333333	2	NA	61780740	137540659	138471	75089	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns short 26APR16_resequence
